,LND_SQFOOT,TOT_LVG_AREA,SPEC_FEAT_VAL,RAIL_DIST,OCEAN_DIST,WATER_DIST,CNTR_DIST,SUBCNTR_DI,HWY_DIST,age,avno60plus,structure_quality,SALE_PRC
3356,7500,1418,2228,938.3,23129.2,374.4,42340.0,17939.5,1612.1,63,0,4,315000.0
9645,7501,1800,285,17754.4,23788.8,18386.2,114518.4,65864.9,2464.8,31,0,2,170000.0
11745,5400,1946,9241,9419.3,58780.8,28215.6,75548.6,43292.0,7178.8,28,0,4,362000.0
11801,5375,2523,4891,12742.3,66422.2,36826.6,84169.5,49308.1,13445.6,12,0,4,424900.0
10698,4175,1407,0,8863.1,50794.7,22661.5,157124.0,107803.2,6986.9,11,0,2,110000.0
11186,18243,4471,1960,4294.4,71161.6,6064.2,68550.3,61082.0,4533.3,4,0,2,700000.0
7813,12500,1441,0,16481.1,47832.1,0.0,66513.4,66513.4,7990.1,47,0,5,225000.0
13554,7725,2526,1388,1443.6,42380.2,23027.1,103387.6,52318.3,19728.2,16,0,2,325000.0
9098,7658,2927,0,14181.6,9051.7,6640.4,86181.6,41122.0,9808.7,11,0,2,385000.0
8220,4800,1520,2684,5196.6,26357.7,6142.9,97546.0,47747.1,8477.4,32,0,2,180000.0
12859,4200,1567,0,10538.7,46118.0,37255.0,88566.7,40221.2,14876.8,17,0,4,287500.0
10699,5000,1153,8543,8666.6,49921.0,23539.2,156432.5,107172.2,6231.3,14,0,2,96200.0
2428,7436,1465,4878,2451.1,22467.0,4812.7,16135.8,16135.8,2709.0,59,0,1,175300.0
5043,7500,1645,34434,4913.3,10847.2,7942.7,76161.5,27985.8,12392.0,21,0,4,370000.0
5346,8188,1586,2432,8509.2,22057.6,10532.0,83616.8,33092.0,1109.7,36,0,2,227000.0
8954,4590,1854,1472,13240.6,9662.6,6898.5,89774.4,44836.9,8606.5,10,0,4,255000.0
11939,6320,2537,3162,16335.1,62485.9,35223.3,82364.1,45226.0,15529.3,14,0,4,399900.0
4811,27700,4650,35768,5529.6,10665.9,7387.9,61492.8,14704.0,10964.0,25,0,5,1190000.0
8476,15001,3067,2640,8578.5,25615.5,9657.0,104789.6,55198.7,11557.1,1,0,2,425000.0
686,7650,1953,0,9784.0,31878.1,4056.6,34195.5,34195.5,2749.6,9,0,4,230000.0
4799,15070,4190,17736,3981.4,11165.4,8550.5,63554.3,15798.6,11850.9,39,0,4,610000.0
7437,10002,2496,23524,9093.3,27615.3,112.3,58252.7,58252.7,8612.2,50,0,4,240000.0
2353,7200,1742,2394,2743.4,24820.4,4322.4,14557.6,14557.6,1780.8,76,0,2,270000.0
6353,12575,4168,9898,14693.8,43307.9,15495.9,61939.1,28479.8,2395.2,21,0,5,690000.0
12445,9063,2177,3946,13586.9,41801.3,33151.1,76059.1,29517.6,4589.9,43,0,4,360000.0
4569,22940,4398,43217,12264.7,6207.6,2563.1,51893.2,13156.7,11410.2,23,0,5,1300000.0
8213,12966,2780,3363,9957.1,30406.5,11056.5,101342.2,50987.4,13118.9,13,0,2,331000.0
2752,8300,1472,6955,4985.6,33587.5,600.2,30649.5,24750.7,4791.7,25,1,4,378000.0
9077,5250,1829,0,13379.9,9901.6,6299.5,86994.1,41712.7,8983.4,12,0,2,280800.0
8073,8292,2771,1582,7670.8,48652.6,38024.7,93401.7,44674.4,19158.4,20,0,4,378400.0
9109,6604,3096,25481,13611.5,9584.9,6002.7,86317.3,40990.7,9262.1,11,0,2,375000.0
1040,8071,859,1953,6822.3,41918.8,2733.8,56419.1,56419.1,910.9,63,0,5,153000.0
7491,7875,1273,360,7504.9,34050.6,4604.8,62958.8,62958.8,1158.9,58,0,4,180000.0
1265,7650,1991,3875,5193.5,50742.4,6609.0,45857.6,41970.9,8036.6,60,0,4,275000.0
13488,47474,3392,34348,5308.8,43688.7,26432.9,101488.9,50534.0,20227.7,25,0,2,510000.0
7059,12750,1687,3658,15685.0,62698.6,6392.8,59658.4,57390.3,3528.0,50,0,5,410000.0
277,7980,1266,2800,4860.0,17085.6,2421.4,53995.6,50511.2,8170.6,64,0,4,155000.0
5084,5671,1645,1613,2774.8,11547.1,10002.9,74566.4,25987.5,12494.5,18,0,5,340000.0
10276,3600,1913,0,17348.5,28256.6,16953.5,134500.6,86627.8,3704.4,10,0,2,220000.0
9437,7500,1727,3410,25625.8,22920.4,16097.9,121805.6,73749.5,2062.1,23,0,2,215000.0
2382,5700,2050,3102,1761.8,24046.4,3130.3,15981.2,15981.2,3349.2,70,0,5,380000.0
571,7395,1333,0,7821.7,26923.3,2487.9,45907.3,45907.3,1881.9,26,0,4,285000.0
1435,5000,1245,2965,36.7,32572.9,5607.5,24738.7,24738.7,3951.4,64,0,2,80000.0
9439,5366,1736,0,25165.0,22122.1,15389.3,121202.0,73260.3,2508.3,9,0,4,229900.0
5352,7977,1679,1264,7913.9,22678.3,11064.3,83900.1,33292.4,517.2,16,0,2,269000.0
11718,6022,3678,0,11211.0,61375.7,31492.2,78835.0,44963.8,9823.3,0,0,2,547100.0
10706,11805,2900,31545,13404.6,37729.0,25012.8,148460.2,100425.4,8305.6,14,0,2,408000.0
5445,7500,1105,680,8024.3,22577.2,14236.0,80139.1,29296.7,2018.4,40,0,2,131000.0
1007,6180,973,840,3788.9,42683.6,1029.3,53025.2,53025.2,4848.1,64,0,5,121000.0
4543,9064,1182,1037,5405.4,27898.2,3392.3,46135.2,20145.2,2651.8,61,0,4,270000.0
12290,4545,1857,11042,10087.9,57535.2,45055.2,90371.2,46414.5,21609.9,10,0,4,331000.0
2064,3600,974,840,2226.2,32382.0,8884.9,23908.2,23908.2,7114.4,26,0,2,100000.0
1136,5000,1788,3749,1554.9,47649.4,8175.7,40428.6,40428.6,18601.5,10,0,4,305000.0
9882,9835,1125,3632,22492.7,26855.2,19225.6,124838.0,76271.2,1440.7,39,0,2,125000.0
12892,5660,2706,2013,14826.4,47565.6,40207.0,86287.3,39133.0,14178.8,28,0,4,354000.0
5343,8259,2308,1320,9485.4,19362.5,9246.8,81739.1,31562.5,3790.9,24,0,2,240000.0
10177,5529,2216,465,11092.4,34477.5,23140.8,139739.0,91218.8,1861.2,9,0,2,235000.0
294,6480,1545,3623,1350.8,26023.5,5469.7,55897.9,55665.9,1155.8,21,0,2,210000.0
9739,5000,2844,2460,13751.7,17561.8,11901.3,109002.2,61383.0,845.9,0,0,4,390600.0
10204,6120,3112,6003,18341.8,27195.5,15861.1,134891.4,87275.4,5302.6,3,0,2,316000.0
8780,6039,1913,0,12280.2,9416.5,2744.7,94325.0,49142.6,6307.5,5,0,2,277000.0
11521,4782,1652,6771,226.4,56653.3,23492.2,69514.4,45167.5,541.0,19,0,4,329000.0
2403,6780,1375,3726,1418.4,24434.0,8007.8,15400.8,15400.8,818.7,76,0,2,140000.0
10321,3600,1884,641,20768.8,25119.8,14045.0,131080.0,83509.6,4136.4,11,0,2,220000.0
3998,4400,1273,0,847.9,4957.0,2995.1,26752.8,7436.2,16026.8,6,0,2,276000.0
13000,4544,1680,1843,7730.2,37481.9,29647.6,83213.0,33365.0,7790.1,37,0,4,270000.0
3741,5850,1324,11288,6776.2,9752.1,6778.4,13837.9,9954.9,7089.1,33,0,2,390000.0
11700,6832,2754,8500,11882.0,61247.2,31614.8,78948.9,44623.0,10436.1,0,0,2,435000.0
12854,4586,2354,0,9871.1,47896.7,38297.3,90900.6,42560.2,17164.6,27,0,4,362000.0
2719,8100,1525,2764,3706.0,35270.3,4164.4,36221.5,25231.1,8090.2,65,1,5,265000.0
12827,1392,1215,0,9202.7,48079.8,38159.2,91649.0,43164.2,17721.8,24,0,4,220000.0
5150,31363,2872,34775,8829.0,5255.3,3737.6,65476.8,20696.0,17016.5,37,0,4,799000.0
2808,13275,1218,3421,2828.0,38723.2,1217.9,36578.6,29277.5,10216.9,65,1,4,340000.0
9017,5000,2217,4156,13868.1,9281.1,7671.6,87915.7,43037.4,9392.9,11,0,4,317000.0
556,25194,2335,34353,8496.2,26362.6,2286.5,45278.3,45278.3,2185.2,65,0,4,360000.0
12435,4050,1913,0,16794.6,45440.2,28831.0,72456.3,29173.1,5295.7,33,0,4,305000.0
4795,5000,1790,495,5584.7,3840.2,529.0,33397.3,15168.7,18940.6,32,0,5,631000.0
2469,10887,2922,12264,173.8,13044.0,23.8,6189.3,6189.3,1196.8,20,0,4,899000.0
3738,6900,1223,0,7140.5,10515.8,7498.8,15161.9,8695.2,7429.4,36,0,2,270000.0
4286,6912,1136,2790,619.0,13463.0,4435.9,42222.1,8785.8,8749.5,11,0,4,600000.0
9908,4500,2940,0,23903.0,25786.9,19398.4,121488.5,72836.2,1312.8,10,0,2,225000.0
2604,7200,1979,3924,14313.8,5995.7,224.6,35458.9,25450.5,17274.4,60,0,5,610000.0
362,8850,2699,13162,460.0,25205.8,5426.9,58023.2,57256.1,237.9,21,0,2,339000.0
6924,4710,2514,29388,5789.7,61689.4,8969.7,62919.4,51179.1,7424.3,1,0,5,599900.0
1704,9225,1667,9191,4822.8,24739.3,3770.2,34653.3,34653.3,4272.0,77,0,4,390000.0
2139,7600,1213,3048,159.7,28124.5,6612.6,21757.8,21757.8,1879.7,75,0,4,130000.0
3239,11200,1974,1659,5275.2,20155.9,5879.2,33443.0,10977.6,9264.8,46,0,4,410000.0
2383,5600,1645,2760,1809.5,24093.4,3178.2,15988.0,15988.0,3353.4,16,0,4,500000.0
7314,10000,2851,35729,2408.9,13318.6,1808.8,57934.8,57934.8,2061.2,31,0,4,703000.0
4311,10855,1644,1447,2990.0,15859.5,5492.1,41914.0,9593.1,6591.5,64,0,4,370000.0
9477,7800,2115,6300,24148.4,20676.0,14214.5,119905.0,72162.8,3147.4,0,0,4,310000.0
1312,5400,1756,1995,2047.9,38650.1,5655.4,33522.1,31594.8,10272.6,87,0,4,275000.0
13135,10000,2026,790,6850.1,35285.3,30648.1,77290.4,27849.2,2330.4,39,0,4,260000.0
3930,7020,1969,4019,1183.7,4991.7,3489.8,14656.4,11081.1,4362.6,59,0,4,420000.0
6183,7900,1380,1109,14109.2,42169.1,21606.5,65097.2,24355.4,1235.2,59,0,2,194000.0
13813,4001,1464,1840,279.3,36171.5,21608.2,94681.9,43617.4,12805.0,0,0,4,290000.0
1591,6850,1751,361,727.8,22938.6,1471.1,29247.6,29247.6,6303.1,18,0,4,490000.0
13734,3760,1398,2034,980.0,37419.4,19941.5,98251.7,47189.8,14687.4,19,0,4,247300.0
2162,5160,1450,6911,1479.7,31482.8,8039.4,24952.7,24952.7,4879.6,9,0,4,195000.0
2396,5400,1780,1027,1187.4,23886.7,7559.4,14863.3,14863.3,280.1,36,0,2,87000.0
317,7768,1946,824,5743.7,18919.6,1974.1,56683.9,53738.7,4940.8,36,0,2,290000.0
9516,5008,2356,19750,20097.8,15851.0,11611.9,114380.7,67394.4,5300.0,28,0,2,213500.0
11303,5504,2189,3911,11769.1,72200.2,6827.4,68060.5,63283.3,2411.0,17,0,4,365700.0
5233,17040,2327,20542,5979.6,9545.5,6671.0,62680.9,16177.7,12410.8,55,0,4,495000.0
5068,15750,1932,2307,4383.0,9188.3,8912.5,73892.2,26209.2,14543.3,37,0,4,430000.0
4036,9600,3508,35555,5130.2,1133.9,729.3,28984.2,12147.6,17535.6,36,0,5,1535000.0
8987,9894,3004,0,10934.7,12023.2,5810.0,89930.7,44076.6,6426.2,23,0,4,360000.0
3020,6100,1171,0,8064.2,15505.3,6548.5,21080.2,7074.0,6076.3,66,0,4,270000.0
9903,6691,3642,1280,23847.6,25776.3,19202.4,122054.1,73444.6,927.9,10,0,2,265000.0
11579,7875,2657,29699,5663.3,57957.8,26156.6,73253.1,43967.5,3388.1,27,0,4,350000.0
8228,10827,1978,37451,6906.6,27905.6,7920.6,98741.7,48704.6,10239.1,11,0,2,312000.0
9105,10855,2572,6380,10752.8,12363.7,4018.6,87967.3,41659.5,6443.3,59,0,2,260000.0
5295,15000,2335,25316,8381.9,22449.0,8506.1,86477.1,36201.5,211.7,34,0,2,310000.0
3972,3240,1120,0,2123.0,2167.9,2182.6,22295.5,8522.8,11158.7,26,0,4,405000.0
5370,8790,2041,16202,9191.0,19675.2,10159.5,81164.9,30858.9,3696.9,36,0,2,220000.0
4133,10079,2977,26693,2436.1,8544.3,1040.5,28784.6,6393.8,17205.6,21,0,5,1255000.0
974,7866,1476,1428,5974.0,40030.6,2745.7,55899.5,55899.5,920.3,52,0,4,192000.0
7291,12500,3011,16088,2828.6,12452.5,2.1,60129.8,60129.8,3723.0,57,0,4,572300.0
9175,8505,2505,22040,17099.1,6008.7,3919.4,83056.5,38692.0,12818.1,32,0,2,337500.0
954,7500,1429,3268,3638.1,38607.0,737.5,53650.4,53650.4,2897.6,66,0,4,149000.0
9610,7500,1552,3082,17014.9,18304.7,14281.6,112413.4,64796.3,1721.0,42,0,2,215000.0
9752,5000,2527,0,13562.5,16644.5,11206.4,108400.1,60958.4,745.9,0,0,4,333000.0
9547,7689,1593,23817,18947.3,19664.4,15252.0,114743.3,66923.6,1794.4,39,0,2,193000.0
13122,2310,1029,0,5876.9,34450.1,29301.5,78040.9,28230.9,2696.6,38,0,4,205000.0
5016,20790,3747,34537,9300.7,4038.4,3849.7,73107.7,27900.8,17641.9,23,0,2,650000.0
13557,6200,2339,29684,54.7,40411.2,21387.8,101760.1,50693.9,17748.1,16,0,2,305000.0
9179,8470,1881,2715,11937.3,11299.8,3169.5,85948.3,39559.6,7581.0,58,0,2,175000.0
10874,54886,1758,8944,16941.7,68160.6,15585.6,143189.6,92186.3,38701.1,23,0,4,275000.0
7490,7950,1605,8984,4122.6,29927.2,4404.5,62409.9,62409.9,4391.2,62,0,4,147000.0
1640,8625,1396,31274,4480.7,25967.1,3820.5,31598.1,31598.1,3241.9,16,0,4,540000.0
1290,6000,2209,5821,3161.9,36776.7,4641.1,31876.0,29727.8,8359.3,66,1,4,250000.0
11873,5000,2102,510,17474.4,60016.2,33465.6,80434.3,42693.0,15861.5,2,0,4,370000.0
1380,12653,1798,3552,691.0,42419.1,10060.2,35054.3,35054.3,15458.7,59,0,4,128000.0
1933,5550,1185,1200,810.3,21775.1,1682.3,21634.2,21634.2,6655.8,92,0,2,225000.0
4675,15067,2429,26245,5182.5,23411.4,17062.0,56460.3,6263.7,4817.7,45,0,2,495000.0
12963,7815,2186,34780,9459.6,42572.5,33974.9,86471.0,37444.3,11920.0,36,0,4,230000.0
11352,3200,1078,2701,8166.6,67016.5,6516.3,63132.1,57239.1,3186.5,17,0,5,235000.0
10222,5000,2128,1140,17326.8,28227.7,16900.4,135114.6,87309.6,4354.3,5,0,2,218000.0
892,7950,1402,0,4286.2,30520.1,3266.9,47829.4,47829.4,1583.5,36,0,2,130000.0
7287,8736,2665,32966,1979.4,11606.3,0.0,60177.6,60177.6,4550.7,41,0,5,455900.0
4876,37026,3015,24158,7529.5,12170.2,7766.7,57030.5,11267.4,8124.8,27,0,4,949000.0
7906,6603,1520,875,17059.2,46295.5,1675.8,69179.5,69179.5,5279.6,21,0,4,195000.0
8194,11501,2425,3120,8747.3,29019.4,9874.9,101354.9,51178.3,12908.7,0,0,2,378900.0
13073,7500,1980,2094,11980.9,40671.8,34789.0,80870.2,32518.6,7379.1,38,0,4,325000.0
10301,6000,2301,0,15406.4,30204.0,18906.4,135401.4,87238.1,2357.8,10,0,2,250000.0
9041,5000,2433,34171,13467.4,9840.9,6944.2,87607.0,42490.9,9024.1,12,0,4,389900.0
10929,7500,1766,2951,24243.0,58718.3,3878.2,72959.2,72959.2,6131.5,30,0,4,282000.0
2466,5008,1256,1504,647.3,12766.1,240.5,6468.6,6468.6,1374.3,18,0,4,375000.0
7657,8480,1821,5821,12631.3,50724.0,2246.9,61505.5,61505.5,1213.6,58,0,5,222500.0
10106,3604,1430,0,10823.7,34803.4,23398.3,140536.1,92041.8,2317.6,22,0,2,128000.0
9788,5736,1952,874,15066.4,22852.7,15729.7,111818.7,63193.1,2900.6,24,0,2,221000.0
1913,9375,5023,30707,4144.4,12679.7,19.5,40668.2,35444.3,16139.7,40,0,5,1600000.0
11362,3389,1533,3199,7387.8,69380.2,6693.8,65709.9,59525.9,1846.2,24,0,5,270000.0
2736,6420,2059,2075,2732.5,36490.1,3664.3,37046.8,26482.2,7621.9,46,1,5,400000.0
726,8480,1463,1638,11153.8,30932.7,6532.5,37215.3,37215.3,1830.3,68,0,4,141000.0
7214,7950,1247,0,2634.1,29830.0,5235.6,59519.3,59519.3,2260.6,30,0,5,207000.0
8245,1262,1144,0,5771.3,26978.6,6651.1,97150.7,47259.6,8437.7,40,0,2,99000.0
1796,5947,1429,238,733.0,21500.8,1592.1,28719.1,28719.1,7717.9,21,0,4,364000.0
3845,5700,2613,0,2291.0,1126.9,933.6,19927.5,10045.2,8555.8,36,0,5,1230000.0
6402,7800,1458,1906,10911.0,33510.2,6767.4,51242.9,23156.8,8149.6,49,0,4,310000.0
10745,10437,2453,4320,10379.3,37339.3,25454.1,145515.5,97131.0,4782.5,12,0,2,247500.0
10992,8349,1112,8853,21503.9,69503.5,1033.8,72968.9,70853.7,4532.9,36,0,4,285000.0
936,5000,1100,3698,306.5,34582.1,499.8,51334.5,51334.5,4406.7,10,0,4,148000.0
2265,5300,1131,1680,4401.6,29830.1,10088.7,21041.7,21041.7,4819.1,70,0,1,90000.0
824,7701,1095,7091,6862.7,33177.7,4652.8,43427.3,43427.3,4378.5,36,0,2,155000.0
7274,7614,1843,691,3229.8,14224.0,1826.1,61031.0,60273.1,2847.2,26,0,4,397000.0
11593,15775,2606,6761,11791.3,50421.5,20680.7,67931.9,35397.1,3995.4,36,0,4,467000.0
1389,6600,1187,598,1092.4,43214.0,9005.7,35680.8,35680.8,15062.3,64,0,4,128000.0
3564,5500,1613,0,9529.5,17559.0,7277.1,29045.7,7392.6,9018.7,36,0,5,585000.0
9076,9840,1549,576,10069.7,13123.8,4291.2,88882.5,42488.6,5704.1,20,0,2,250000.0
5429,8076,1379,3157,6652.1,18649.1,12149.7,77957.7,27594.2,5665.2,23,0,2,220000.0
7827,10000,1543,1212,16605.1,47863.7,0.0,66749.2,66749.2,8243.8,37,0,5,260000.0
5690,15000,2520,4552,344.8,27938.7,24516.1,74513.0,23729.1,109.0,29,0,4,411000.0
7878,7644,1333,1861,17030.8,47328.6,862.5,68256.5,68256.5,6583.7,27,0,5,225000.0
1868,9600,2114,21832,1298.6,20101.3,677.0,36553.2,35519.4,8885.0,26,0,4,455000.0
8202,6141,1522,2976,5574.7,26443.5,6647.7,98855.2,49038.3,9618.2,9,0,2,225000.0
11607,4020,1486,4897,13930.4,54497.6,25699.5,72854.7,38023.3,8736.9,32,0,4,308000.0
7486,7850,1677,26975,9959.1,39522.9,4023.8,63947.5,63947.5,3908.5,37,0,4,238000.0
9655,11265,1877,2101,15269.8,18364.9,13727.5,110806.3,63080.4,136.2,27,0,2,215000.0
806,9642,1154,3799,6725.2,34031.2,4100.2,42885.0,42885.0,5229.1,64,0,1,125000.0
4805,38855,3693,39698,8436.2,9236.3,4873.3,59778.7,15269.1,11964.5,17,0,5,1290000.0
12301,6300,2451,37073,7411.4,60527.5,46969.7,92717.4,49329.0,24577.1,13,0,4,429900.0
10300,4936,2259,216,16290.5,29367.6,18069.9,134896.2,86843.8,2839.5,10,0,2,212500.0
12754,4704,1637,2134,14944.2,48085.4,40626.3,86714.0,39663.6,14718.5,24,0,4,313500.0
13871,7992,1553,4609,7411.7,25168.4,9827.0,89974.3,39602.1,2573.4,24,0,2,232000.0
10426,8500,1267,961,16354.6,30537.2,19925.6,131916.3,83354.4,1388.3,46,0,2,94000.0
9155,8250,1707,1620,10092.8,13132.3,2292.0,87479.9,40619.2,5756.5,25,0,2,250000.0
7511,8100,2270,2278,7431.4,33471.0,3796.8,63662.7,63662.7,2067.7,62,0,4,220000.0
8056,6660,3116,0,6999.1,47997.0,37247.0,93292.9,44385.4,18844.7,14,0,4,410000.0
4494,7972,1669,7933,3592.2,26789.6,5712.2,48544.6,14697.1,3475.4,27,0,4,352000.0
2632,2507,1090,0,16226.4,2296.0,184.6,40350.3,28924.5,21043.1,38,0,4,312000.0
12402,4500,1820,1652,16259.8,54247.6,38214.1,83588.2,40726.4,16469.2,16,0,4,355000.0
8896,3250,1369,0,9793.7,12255.8,3196.2,93309.9,47291.8,4632.3,8,0,4,207000.0
8623,5000,2605,1210,7087.0,18651.3,7481.3,103293.9,55040.5,6650.5,0,0,2,320500.0
7832,9200,1714,4345,16020.2,47127.1,764.9,66605.0,66605.0,8308.8,38,0,5,247000.0
4388,10000,1816,1488,5096.5,13264.9,3357.7,36226.0,12805.0,10044.9,16,0,4,556000.0
145,10727,1159,23005,6505.5,20766.5,3284.7,46528.7,45141.3,8075.5,31,0,2,266000.0
6467,8000,1843,821,3391.6,27954.0,773.3,43356.6,20861.7,662.6,57,0,4,335000.0
2033,4050,1054,793,1568.0,26205.1,5157.6,22074.8,22074.8,2255.8,5,0,2,165000.0
12718,7066,2678,0,6396.4,56007.4,46745.0,94597.6,48305.3,23384.3,20,0,4,375000.0
1165,7228,1368,5760,3616.5,49682.7,6471.6,42912.5,42912.5,16947.9,40,0,4,270000.0
11692,7000,2566,42300,12021.5,61384.8,31806.0,79137.8,44700.2,10633.2,0,0,2,399900.0
2050,5960,1454,1578,937.0,23939.5,496.6,27186.2,27186.2,5212.4,79,0,1,185000.0
3760,5928,1905,0,1133.3,3115.1,3113.3,11541.2,11541.2,1445.8,44,0,2,390000.0
10816,5615,1995,0,10560.9,35887.8,24304.1,143110.0,94704.4,3848.9,12,0,2,210000.0
4435,7100,1049,0,3134.0,17380.3,1494.7,38038.2,14193.5,6767.3,66,0,4,300000.0
3430,7500,2936,6400,3740.6,19379.2,2853.3,35793.5,12386.9,7752.5,0,0,5,785000.0
8190,4809,1574,0,6081.7,26758.4,7186.6,99583.6,49710.1,10361.9,5,0,2,240000.0
12208,4352,1853,0,13459.4,58657.0,39407.7,85646.6,44396.4,19958.1,25,0,4,292000.0
7069,10229,2499,35205,15878.2,59899.6,1188.2,61463.6,61052.7,4365.0,39,0,4,455000.0
4361,15215,2668,39865,4371.0,13617.3,3127.0,37785.5,14031.5,9316.5,66,0,4,640000.0
10616,8246,1239,3169,2703.5,51861.4,20901.7,151454.1,101436.4,8624.8,16,0,2,170000.0
9454,6396,1456,6999,25336.0,23221.6,16501.9,121608.9,73471.5,1561.3,12,0,2,210000.0
1771,10736,1967,0,3317.4,22106.7,497.5,36829.8,36829.8,6880.5,16,0,4,417000.0
3511,7500,2645,28825,8252.4,13485.6,5947.4,26570.9,3439.2,11215.7,18,0,4,902000.0
271,6400,1268,857,5177.6,17596.4,2913.5,53784.1,50509.1,7937.3,31,0,2,138000.0
8436,41338,1334,17048,3195.1,50177.9,34180.7,121566.4,70498.2,29269.5,21,0,4,324000.0
2032,5400,1472,1824,1652.1,28247.6,5968.0,22249.1,22249.1,129.7,89,0,1,130000.0
9005,5889,2405,600,11659.2,11426.3,6401.8,89249.2,43591.8,7176.7,0,0,4,365800.0
13604,5000,2573,7700,3875.5,43955.3,25321.3,103483.6,52450.0,21228.5,0,0,4,356800.0
3810,8400,2352,0,2561.4,4302.7,4313.7,9775.3,9775.3,2731.2,61,0,4,750000.0
12508,10450,2223,38355,17641.8,49410.8,38702.8,82639.1,37595.6,12752.8,44,0,4,405000.0
9996,7777,3358,4950,18321.2,27389.5,15901.0,136752.9,89298.4,7059.4,0,0,2,323000.0
4346,9969,3635,30129,3209.2,12903.9,2411.6,37945.6,13477.6,9829.7,26,0,4,750000.0
10653,6000,1707,83,1498.1,51366.6,21751.1,149467.5,99358.0,9564.0,1,0,2,226200.0
545,9000,1796,1172,8835.1,24383.4,334.6,44329.8,44329.8,4333.2,35,0,2,230000.0
3241,10750,1747,3893,2600.1,27531.7,0.0,42346.0,20016.8,188.6,66,0,4,382500.0
8930,7635,1686,0,7309.5,14478.0,1716.8,93756.1,46951.7,2366.2,4,0,4,277500.0
8502,7100,1622,2525,4084.5,22948.4,5173.3,100656.0,51452.3,8798.8,9,0,2,200000.0
11713,7000,2890,8195,11233.5,61781.9,31928.1,79271.2,45295.9,10030.8,0,0,2,523800.0
9323,15319,3686,3680,14466.7,5520.8,4485.5,80065.1,35303.7,13781.6,0,0,4,569000.0
13817,3016,1375,0,1104.4,36678.4,22464.7,94538.6,43488.8,12825.4,22,0,4,270000.0
10961,3427,1523,670,25820.4,62512.2,2208.9,74017.4,74017.4,7163.5,29,0,4,240000.0
7564,7500,1281,450,7140.5,31508.3,1175.1,64227.3,64227.3,4645.0,53,0,4,165000.0
920,6000,980,1680,1567.1,38177.3,1221.6,51494.8,51494.8,5049.5,26,0,4,135000.0
13800,4675,1664,0,3255.5,38876.1,24494.4,95720.1,44735.7,14463.1,24,0,4,250000.0
11779,6249,2508,9414,13542.3,64275.8,35146.9,82457.9,46955.8,13314.0,13,0,4,417000.0
6640,4769,4197,9035,3930.2,41598.7,3409.7,46776.2,31191.6,3419.2,1,0,5,1150000.0
12151,10387,1980,2250,18130.1,56109.6,34783.4,80964.0,40412.5,15430.4,26,0,4,335000.0
7694,9125,1185,17290,17347.7,55825.6,493.3,65855.1,65855.1,3521.3,36,0,4,220000.0
8230,2380,1302,0,4625.5,25847.6,5498.7,96893.3,47193.6,7644.2,5,0,2,160000.0
7126,7500,1101,2901,11382.7,44878.9,2515.8,60824.8,60824.8,2829.1,61,0,5,181000.0
4278,10575,1919,1523,516.8,17075.0,8834.9,46265.3,4900.6,4045.7,21,0,4,578000.0
2983,6000,1168,1870,8744.8,15423.3,3703.4,17179.3,9767.2,3834.8,68,0,2,199000.0
130,9728,1424,2852,4866.6,19257.0,4656.6,45914.0,43897.9,9543.7,21,0,4,245000.0
7980,7950,1617,14260,20336.4,46657.9,2391.8,67611.4,67611.4,983.8,0,0,4,243000.0
2667,6000,2694,22688,3687.8,11756.7,166.3,9234.5,9234.5,1092.5,45,0,5,1250000.0
7138,9720,1437,6296,9810.0,42290.2,1807.3,60413.6,60413.6,3131.0,59,0,5,225000.0
3223,6968,1722,3488,3021.6,21529.5,5377.6,35816.9,13135.8,7006.6,57,0,4,370000.0
9374,10485,1488,1716,11515.1,14620.7,897.7,84311.9,36069.9,5400.3,57,0,4,205000.0
7693,7875,1397,4142,12881.4,47715.1,996.7,62013.8,62013.8,3065.2,42,0,5,207000.0
5392,7500,1580,3160,9890.6,21250.7,11657.1,81406.5,30826.1,2401.4,35,0,2,268000.0
614,8752,2246,39215,7817.6,22227.1,3863.7,50298.9,49164.2,6692.9,0,0,4,381300.0
13797,7500,1843,28092,3669.7,39898.8,24773.5,97019.3,46038.4,15739.3,27,0,4,300000.0
1466,6525,1020,0,2525.2,35472.2,4811.7,28174.6,28174.6,6288.2,68,0,2,94700.0
4497,6867,1417,1704,4138.4,27074.5,5390.4,48441.6,15332.1,3786.1,22,0,4,300000.0
3042,4880,1715,2193,4476.0,23970.8,2316.1,32372.9,13558.8,4090.7,30,0,2,250000.0
9126,8800,1409,8635,7764.5,15409.3,1447.3,89440.9,42077.5,3473.0,27,0,2,230000.0
2419,7150,978,0,865.3,20737.1,3217.0,14568.4,14568.4,4180.6,71,0,2,150000.0
5085,5190,2563,22110,2801.1,11303.1,10074.3,74398.9,25897.4,12752.0,17,0,5,569900.0
3294,2749,1653,5666,1887.2,24459.1,4168.0,36345.1,14950.7,6002.5,1,0,5,415000.0
6737,6970,2305,2442,10705.1,59319.6,19097.2,64396.4,49074.1,2140.6,19,0,5,575000.0
1500,6000,1186,5378,4017.1,30335.2,933.8,28182.0,28182.0,1076.5,36,0,2,135000.0
9018,5000,2056,0,11788.1,11306.1,6363.8,89026.3,43406.1,7314.6,9,0,4,319000.0
1521,10026,1774,0,3949.1,26813.1,318.3,28241.3,28241.3,2354.7,77,0,2,209000.0
